Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN12025230	6212017EGC5	6212017EGC5	feces metagenome	1861841	6212017EGC5	PRJNA548356
SAMN12025231	6212017EGC6	6212017EGC6	feces metagenome	1861841	6212017EGC6	PRJNA548356
SAMN12025232	6212017EGC7	6212017EGC7	feces metagenome	1861841	6212017EGC7	PRJNA548356
SAMN12025233	6212017EGC8	6212017EGC8	feces metagenome	1861841	6212017EGC8	PRJNA548356
SAMN12025234	6212017EGC9	6212017EGC9	feces metagenome	1861841	6212017EGC9	PRJNA548356
SAMN12025235	6212017EgnerPoolC1	6212017EgnerPoolC1	feces metagenome	1861841	6212017EgnerPoolC1	PRJNA548356
SAMN12025236	6212017EgnerPoolC2	6212017EgnerPoolC2	feces metagenome	1861841	6212017EgnerPoolC2	PRJNA548356
SAMN12025237	6212017EgnerPoolC3	6212017EgnerPoolC3	feces metagenome	1861841	6212017EgnerPoolC3	PRJNA548356
SAMN12025238	6212017EgnerPoolC4	6212017EgnerPoolC4	feces metagenome	1861841	6212017EgnerPoolC4	PRJNA548356
SAMN12025239	6212017EGD1	6212017EGD1	feces metagenome	1861841	6212017EGD1	PRJNA548356
SAMN12025240	6212017EGD10	6212017EGD10	feces metagenome	1861841	6212017EGD10	PRJNA548356
SAMN12025241	6212017EGD2	6212017EGD2	feces metagenome	1861841	6212017EGD2	PRJNA548356
SAMN12025242	6212017EGD3	6212017EGD3	feces metagenome	1861841	6212017EGD3	PRJNA548356
SAMN12025243	6212017EGD4	6212017EGD4	feces metagenome	1861841	6212017EGD4	PRJNA548356
SAMN12025244	6212017EGD5	6212017EGD5	feces metagenome	1861841	6212017EGD5	PRJNA548356
SAMN12025245	6212017EGD6	6212017EGD6	feces metagenome	1861841	6212017EGD6	PRJNA548356
SAMN12025246	6212017EGD7	6212017EGD7	feces metagenome	1861841	6212017EGD7	PRJNA548356
SAMN12025247	6212017EGD8	6212017EGD8	feces metagenome	1861841	6212017EGD8	PRJNA548356
SAMN12025248	6212017EGD9	6212017EGD9	feces metagenome	1861841	6212017EGD9	PRJNA548356
SAMN12025249	6212017EgnerPoolD1	6212017EgnerPoolD1	feces metagenome	1861841	6212017EgnerPoolD1	PRJNA548356
SAMN12025250	6212017EgnerPoolD2	6212017EgnerPoolD2	feces metagenome	1861841	6212017EgnerPoolD2	PRJNA548356
SAMN12025251	6212017EgnerPoolD3	6212017EgnerPoolD3	feces metagenome	1861841	6212017EgnerPoolD3	PRJNA548356
SAMN12025252	6212017EgnerPoolD4	6212017EgnerPoolD4	feces metagenome	1861841	6212017EgnerPoolD4	PRJNA548356
SAMN12025253	6212017HBA1	6212017HBA1	feces metagenome	1861841	6212017HBA1	PRJNA548356
SAMN12025254	6212017HBA10	6212017HBA10	feces metagenome	1861841	6212017HBA10	PRJNA548356
SAMN12025255	6212017HBA2	6212017HBA2	feces metagenome	1861841	6212017HBA2	PRJNA548356
SAMN12025256	6212017HBA3	6212017HBA3	feces metagenome	1861841	6212017HBA3	PRJNA548356
SAMN12025257	6212017HBA4	6212017HBA4	feces metagenome	1861841	6212017HBA4	PRJNA548356
SAMN12025258	6212017HBA5	6212017HBA5	feces metagenome	1861841	6212017HBA5	PRJNA548356
SAMN12025259	6212017HBA6	6212017HBA6	feces metagenome	1861841	6212017HBA6	PRJNA548356
SAMN12025260	6212017HBA7	6212017HBA7	feces metagenome	1861841	6212017HBA7	PRJNA548356
SAMN12025261	6212017HBA8	6212017HBA8	feces metagenome	1861841	6212017HBA8	PRJNA548356
SAMN12025262	6212017HBA9	6212017HBA9	feces metagenome	1861841	6212017HBA9	PRJNA548356
SAMN12025263	6212017HBPoolA1	6212017HBPoolA1	feces metagenome	1861841	6212017HBPoolA1	PRJNA548356
SAMN12025264	6212017HBPoolA2	6212017HBPoolA2	feces metagenome	1861841	6212017HBPoolA2	PRJNA548356
SAMN12025265	6212017HBPoolA3	6212017HBPoolA3	feces metagenome	1861841	6212017HBPoolA3	PRJNA548356
SAMN12025266	6212017HBPoolA4	6212017HBPoolA4	feces metagenome	1861841	6212017HBPoolA4	PRJNA548356
SAMN12025267	6212017HBB1	6212017HBB1	feces metagenome	1861841	6212017HBB1	PRJNA548356
SAMN12025268	6212017HBB10	6212017HBB10	feces metagenome	1861841	6212017HBB10	PRJNA548356
SAMN12025269	6212017HBB2	6212017HBB2	feces metagenome	1861841	6212017HBB2	PRJNA548356
SAMN12025270	6212017HBB3	6212017HBB3	feces metagenome	1861841	6212017HBB3	PRJNA548356
SAMN12025271	6212017HBB4	6212017HBB4	feces metagenome	1861841	6212017HBB4	PRJNA548356
SAMN12025272	6212017HBB5	6212017HBB5	feces metagenome	1861841	6212017HBB5	PRJNA548356
SAMN12025273	6212017HBB6	6212017HBB6	feces metagenome	1861841	6212017HBB6	PRJNA548356
SAMN12025274	6212017HBB7	6212017HBB7	feces metagenome	1861841	6212017HBB7	PRJNA548356
SAMN12025275	6212017HBB8	6212017HBB8	feces metagenome	1861841	6212017HBB8	PRJNA548356
SAMN12025276	6212017HBB9	6212017HBB9	feces metagenome	1861841	6212017HBB9	PRJNA548356
SAMN12025277	6212017HBPoolB1	6212017HBPoolB1	feces metagenome	1861841	6212017HBPoolB1	PRJNA548356
SAMN12025278	6212017HBPoolB2	6212017HBPoolB2	feces metagenome	1861841	6212017HBPoolB2	PRJNA548356
SAMN12025279	6212017HBPoolB3	6212017HBPoolB3	feces metagenome	1861841	6212017HBPoolB3	PRJNA548356
SAMN12025280	6212017HBPoolB4	6212017HBPoolB4	feces metagenome	1861841	6212017HBPoolB4	PRJNA548356
SAMN12025281	6212017HBC1	6212017HBC1	feces metagenome	1861841	6212017HBC1	PRJNA548356
SAMN12025282	6212017HBC10	6212017HBC10	feces metagenome	1861841	6212017HBC10	PRJNA548356
SAMN12025283	6212017HBC2	6212017HBC2	feces metagenome	1861841	6212017HBC2	PRJNA548356
SAMN12025284	6212017HBC3	6212017HBC3	feces metagenome	1861841	6212017HBC3	PRJNA548356
SAMN12025285	6212017HBC4	6212017HBC4	feces metagenome	1861841	6212017HBC4	PRJNA548356
SAMN12025286	6212017HBC5	6212017HBC5	feces metagenome	1861841	6212017HBC5	PRJNA548356
SAMN12025287	6212017HBC6	6212017HBC6	feces metagenome	1861841	6212017HBC6	PRJNA548356
SAMN12025288	6212017HBC7	6212017HBC7	feces metagenome	1861841	6212017HBC7	PRJNA548356
SAMN12025289	6212017HBC8	6212017HBC8	feces metagenome	1861841	6212017HBC8	PRJNA548356
SAMN12025290	6212017HBC9	6212017HBC9	feces metagenome	1861841	6212017HBC9	PRJNA548356
SAMN12025291	6212017HBPoolC1	6212017HBPoolC1	feces metagenome	1861841	6212017HBPoolC1	PRJNA548356
SAMN12025292	6212017HBPoolC2	6212017HBPoolC2	feces metagenome	1861841	6212017HBPoolC2	PRJNA548356
SAMN12025293	6212017HBPoolC3	6212017HBPoolC3	feces metagenome	1861841	6212017HBPoolC3	PRJNA548356
SAMN12025294	6212017HBPoolC4	6212017HBPoolC4	feces metagenome	1861841	6212017HBPoolC4	PRJNA548356
SAMN12025295	6212017HBD1	6212017HBD1	feces metagenome	1861841	6212017HBD1	PRJNA548356
SAMN12025296	6212017HBD10	6212017HBD10	feces metagenome	1861841	6212017HBD10	PRJNA548356
SAMN12025297	6212017HBD2	6212017HBD2	feces metagenome	1861841	6212017HBD2	PRJNA548356
SAMN12025298	6212017HBD3	6212017HBD3	feces metagenome	1861841	6212017HBD3	PRJNA548356
SAMN12025299	6212017HBD4	6212017HBD4	feces metagenome	1861841	6212017HBD4	PRJNA548356
SAMN12025300	6212017HBD5	6212017HBD5	feces metagenome	1861841	6212017HBD5	PRJNA548356
SAMN12025301	6212017HBD6	6212017HBD6	feces metagenome	1861841	6212017HBD6	PRJNA548356
SAMN12025302	6212017HBD7	6212017HBD7	feces metagenome	1861841	6212017HBD7	PRJNA548356
SAMN12025303	6212017HBD8	6212017HBD8	feces metagenome	1861841	6212017HBD8	PRJNA548356
SAMN12025304	6212017HBD9	6212017HBD9	feces metagenome	1861841	6212017HBD9	PRJNA548356
SAMN12025305	6212017HBPoolD1	6212017HBPoolD1	feces metagenome	1861841	6212017HBPoolD1	PRJNA548356
SAMN12025306	6212017HBPoolD2	6212017HBPoolD2	feces metagenome	1861841	6212017HBPoolD2	PRJNA548356
SAMN12025307	6212017HBPoolD3	6212017HBPoolD3	feces metagenome	1861841	6212017HBPoolD3	PRJNA548356
SAMN12025308	6212017HBPoolD4	6212017HBPoolD4	feces metagenome	1861841	6212017HBPoolD4	PRJNA548356
SAMN12025309	7272017EGA1	7272017EGA1	feces metagenome	1861841	7272017EGA1	PRJNA548356
SAMN12025310	7272017EGA2	7272017EGA2	feces metagenome	1861841	7272017EGA2	PRJNA548356
SAMN12025311	7272017EGA3	7272017EGA3	feces metagenome	1861841	7272017EGA3	PRJNA548356
SAMN12025312	7272017EGA4	7272017EGA4	feces metagenome	1861841	7272017EGA4	PRJNA548356
SAMN12025313	7272017EGA5	7272017EGA5	feces metagenome	1861841	7272017EGA5	PRJNA548356
SAMN12025314	72717EgnerPoolB1	72717EgnerPoolB1	feces metagenome	1861841	72717EgnerPoolB1	PRJNA548356
SAMN12025315	72717EgnerPoolB2	72717EgnerPoolB2	feces metagenome	1861841	72717EgnerPoolB2	PRJNA548356
SAMN12025316	72717EgnerPoolB3	72717EgnerPoolB3	feces metagenome	1861841	72717EgnerPoolB3	PRJNA548356
SAMN12025317	72717EgnerPoolB4	72717EgnerPoolB4	feces metagenome	1861841	72717EgnerPoolB4	PRJNA548356
SAMN12025318	7272017EGB1	7272017EGB1	feces metagenome	1861841	7272017EGB1	PRJNA548356
SAMN12025319	7272017EGB10	7272017EGB10	feces metagenome	1861841	7272017EGB10	PRJNA548356
SAMN12025320	7272017EGB2	7272017EGB2	feces metagenome	1861841	7272017EGB2	PRJNA548356
SAMN12025321	7272017EGB3	7272017EGB3	feces metagenome	1861841	7272017EGB3	PRJNA548356
SAMN12025322	7272017EGB4	7272017EGB4	feces metagenome	1861841	7272017EGB4	PRJNA548356
SAMN12025323	7272017EGB5	7272017EGB5	feces metagenome	1861841	7272017EGB5	PRJNA548356
SAMN12025324	7272017EGB6	7272017EGB6	feces metagenome	1861841	7272017EGB6	PRJNA548356
SAMN12025325	7272017EGB7	7272017EGB7	feces metagenome	1861841	7272017EGB7	PRJNA548356
SAMN12025326	7272017EGB8	7272017EGB8	feces metagenome	1861841	7272017EGB8	PRJNA548356
SAMN12025327	7272017EGB9	7272017EGB9	feces metagenome	1861841	7272017EGB9	PRJNA548356
SAMN12025328	7272017EGC1	7272017EGC1	feces metagenome	1861841	7272017EGC1	PRJNA548356
SAMN12025329	7272017EGC10	7272017EGC10	feces metagenome	1861841	7272017EGC10	PRJNA548356
SAMN12025330	7272017EGC2	7272017EGC2	feces metagenome	1861841	7272017EGC2	PRJNA548356
SAMN12025331	7272017EGC3	7272017EGC3	feces metagenome	1861841	7272017EGC3	PRJNA548356
SAMN12025332	7272017EGC4	7272017EGC4	feces metagenome	1861841	7272017EGC4	PRJNA548356
SAMN12025333	7272017EGC5	7272017EGC5	feces metagenome	1861841	7272017EGC5	PRJNA548356
SAMN12025334	7272017EGC6	7272017EGC6	feces metagenome	1861841	7272017EGC6	PRJNA548356
SAMN12025335	7272017EGC7	7272017EGC7	feces metagenome	1861841	7272017EGC7	PRJNA548356
SAMN12025336	7272017EGC8	7272017EGC8	feces metagenome	1861841	7272017EGC8	PRJNA548356
SAMN12025337	7272017EGC9	7272017EGC9	feces metagenome	1861841	7272017EGC9	PRJNA548356
SAMN12025338	7272017EgnerPoolC1	7272017EgnerPoolC1	feces metagenome	1861841	7272017EgnerPoolC1	PRJNA548356
SAMN12025339	7272017EgnerPoolC2	7272017EgnerPoolC2	feces metagenome	1861841	7272017EgnerPoolC2	PRJNA548356
SAMN12025340	7272017EgnerPoolC3	7272017EgnerPoolC3	feces metagenome	1861841	7272017EgnerPoolC3	PRJNA548356
SAMN12025341	7272017EgnerPoolC4	7272017EgnerPoolC4	feces metagenome	1861841	7272017EgnerPoolC4	PRJNA548356
SAMN12025342	7272017EGD1	7272017EGD1	feces metagenome	1861841	7272017EGD1	PRJNA548356
SAMN12025343	7272017EGD10	7272017EGD10	feces metagenome	1861841	7272017EGD10	PRJNA548356
SAMN12025344	7272017EGD2	7272017EGD2	feces metagenome	1861841	7272017EGD2	PRJNA548356
SAMN12025345	7272017EGD3	7272017EGD3	feces metagenome	1861841	7272017EGD3	PRJNA548356
SAMN12025346	7272017EGD4	7272017EGD4	feces metagenome	1861841	7272017EGD4	PRJNA548356
SAMN12025347	7272017EGD5	7272017EGD5	feces metagenome	1861841	7272017EGD5	PRJNA548356
SAMN12025348	7272017EGD6	7272017EGD6	feces metagenome	1861841	7272017EGD6	PRJNA548356
SAMN12025349	7272017EGD7	7272017EGD7	feces metagenome	1861841	7272017EGD7	PRJNA548356
SAMN12025350	7272017EGD8	7272017EGD8	feces metagenome	1861841	7272017EGD8	PRJNA548356
SAMN12025351	7272017EGD9	7272017EGD9	feces metagenome	1861841	7272017EGD9	PRJNA548356
SAMN12025352	7272017EgnerPoolD1	7272017EgnerPoolD1	feces metagenome	1861841	7272017EgnerPoolD1	PRJNA548356
SAMN12025353	7272017EgnerPoolD2	7272017EgnerPoolD2	feces metagenome	1861841	7272017EgnerPoolD2	PRJNA548356
SAMN12025354	7272017EgnerPoolD3	7272017EgnerPoolD3	feces metagenome	1861841	7272017EgnerPoolD3	PRJNA548356
SAMN12025355	7272017EgnerPoolD4	7272017EgnerPoolD4	feces metagenome	1861841	7272017EgnerPoolD4	PRJNA548356
SAMN12025356	7272017HBA1	7272017HBA1	feces metagenome	1861841	7272017HBA1	PRJNA548356
SAMN12025357	7272017HBA10	7272017HBA10	feces metagenome	1861841	7272017HBA10	PRJNA548356
SAMN12025358	7272017HBA2	7272017HBA2	feces metagenome	1861841	7272017HBA2	PRJNA548356
SAMN12025359	7272017HBA3	7272017HBA3	feces metagenome	1861841	7272017HBA3	PRJNA548356
SAMN12025360	7272017HBA4	7272017HBA4	feces metagenome	1861841	7272017HBA4	PRJNA548356
SAMN12025361	7272017HBA5	7272017HBA5	feces metagenome	1861841	7272017HBA5	PRJNA548356
SAMN12025362	7272017HBA6	7272017HBA6	feces metagenome	1861841	7272017HBA6	PRJNA548356
SAMN12025363	7272017HBA7	7272017HBA7	feces metagenome	1861841	7272017HBA7	PRJNA548356
SAMN12025364	7272017HBA8	7272017HBA8	feces metagenome	1861841	7272017HBA8	PRJNA548356
SAMN12025365	7272017HBA9	7272017HBA9	feces metagenome	1861841	7272017HBA9	PRJNA548356
SAMN12025366	7272017HBPoolA1	7272017HBPoolA1	feces metagenome	1861841	7272017HBPoolA1	PRJNA548356
SAMN12025367	7272017HBPoolA2	7272017HBPoolA2	feces metagenome	1861841	7272017HBPoolA2	PRJNA548356
SAMN12025368	7272017HBPoolA3	7272017HBPoolA3	feces metagenome	1861841	7272017HBPoolA3	PRJNA548356
SAMN12025369	7272017HBPoolA4	7272017HBPoolA4	feces metagenome	1861841	7272017HBPoolA4	PRJNA548356
SAMN12025370	72717HBPoolB1	72717HBPoolB1	feces metagenome	1861841	72717HBPoolB1	PRJNA548356
SAMN12025371	72717HBPoolB2	72717HBPoolB2	feces metagenome	1861841	72717HBPoolB2	PRJNA548356
SAMN12025372	72717HBPoolB3	72717HBPoolB3	feces metagenome	1861841	72717HBPoolB3	PRJNA548356
SAMN12025373	72717HBPoolB4	72717HBPoolB4	feces metagenome	1861841	72717HBPoolB4	PRJNA548356
SAMN12025374	7272017HBB1	7272017HBB1	feces metagenome	1861841	7272017HBB1	PRJNA548356
SAMN12025375	7272017HBB10	7272017HBB10	feces metagenome	1861841	7272017HBB10	PRJNA548356
SAMN12025376	7272017HBB2	7272017HBB2	feces metagenome	1861841	7272017HBB2	PRJNA548356
SAMN12025377	7272017HBB3	7272017HBB3	feces metagenome	1861841	7272017HBB3	PRJNA548356
SAMN12025378	7272017HBB4	7272017HBB4	feces metagenome	1861841	7272017HBB4	PRJNA548356
SAMN12025379	7272017HBB5	7272017HBB5	feces metagenome	1861841	7272017HBB5	PRJNA548356
SAMN12025380	7272017HBB6	7272017HBB6	feces metagenome	1861841	7272017HBB6	PRJNA548356
SAMN12025381	7272017HBB7	7272017HBB7	feces metagenome	1861841	7272017HBB7	PRJNA548356
SAMN12025382	7272017HBB8	7272017HBB8	feces metagenome	1861841	7272017HBB8	PRJNA548356
SAMN12025383	7272017HBB9	7272017HBB9	feces metagenome	1861841	7272017HBB9	PRJNA548356
SAMN12025384	72717HBPoolC1	72717HBPoolC1	feces metagenome	1861841	72717HBPoolC1	PRJNA548356
SAMN12025385	72717HBPoolC2	72717HBPoolC2	feces metagenome	1861841	72717HBPoolC2	PRJNA548356
SAMN12025386	72717HBPoolC3	72717HBPoolC3	feces metagenome	1861841	72717HBPoolC3	PRJNA548356
SAMN12025387	72717HBPoolC4	72717HBPoolC4	feces metagenome	1861841	72717HBPoolC4	PRJNA548356
SAMN12025388	7272017HBC1	7272017HBC1	feces metagenome	1861841	7272017HBC1	PRJNA548356
SAMN12025389	7272017HBC10	7272017HBC10	feces metagenome	1861841	7272017HBC10	PRJNA548356
SAMN12025390	7272017HBC2	7272017HBC2	feces metagenome	1861841	7272017HBC2	PRJNA548356
SAMN12025391	7272017HBC3	7272017HBC3	feces metagenome	1861841	7272017HBC3	PRJNA548356
SAMN12025392	7272017HBC4	7272017HBC4	feces metagenome	1861841	7272017HBC4	PRJNA548356
SAMN12025393	7272017HBC5	7272017HBC5	feces metagenome	1861841	7272017HBC5	PRJNA548356
SAMN12025394	7272017HBC6	7272017HBC6	feces metagenome	1861841	7272017HBC6	PRJNA548356
SAMN12025395	7272017HBC9	7272017HBC9	feces metagenome	1861841	7272017HBC9	PRJNA548356
SAMN12025396	7272017HBD1	7272017HBD1	feces metagenome	1861841	7272017HBD1	PRJNA548356
SAMN12025397	7272017HBD10	7272017HBD10	feces metagenome	1861841	7272017HBD10	PRJNA548356
SAMN12025398	7272017HBD2	7272017HBD2	feces metagenome	1861841	7272017HBD2	PRJNA548356
SAMN12025399	7272017HBD3	7272017HBD3	feces metagenome	1861841	7272017HBD3	PRJNA548356
SAMN12025400	7272017HBD4	7272017HBD4	feces metagenome	1861841	7272017HBD4	PRJNA548356
SAMN12025401	7272017HBD5	7272017HBD5	feces metagenome	1861841	7272017HBD5	PRJNA548356
SAMN12025402	7272017HBD6	7272017HBD6	feces metagenome	1861841	7272017HBD6	PRJNA548356
SAMN12025403	7272017HBD7	7272017HBD7	feces metagenome	1861841	7272017HBD7	PRJNA548356
SAMN12025404	7272017HBD8	7272017HBD8	feces metagenome	1861841	7272017HBD8	PRJNA548356
SAMN12025405	7272017HBD9	7272017HBD9	feces metagenome	1861841	7272017HBD9	PRJNA548356
SAMN12025406	7272017HBPoolD1	7272017HBPoolD1	feces metagenome	1861841	7272017HBPoolD1	PRJNA548356
SAMN12025407	7272017HBPoolD2	7272017HBPoolD2	feces metagenome	1861841	7272017HBPoolD2	PRJNA548356
SAMN12025408	7272017HBPoolD3	7272017HBPoolD3	feces metagenome	1861841	7272017HBPoolD3	PRJNA548356
SAMN12025409	7272017HBPoolD4	7272017HBPoolD4	feces metagenome	1861841	7272017HBPoolD4	PRJNA548356
SAMN12025410	9152017EGA1	9152017EGA1	feces metagenome	1861841	9152017EGA1	PRJNA548356
SAMN12025411	9152017EGA2	9152017EGA2	feces metagenome	1861841	9152017EGA2	PRJNA548356
SAMN12025412	9152017EGA3	9152017EGA3	feces metagenome	1861841	9152017EGA3	PRJNA548356
SAMN12025413	9152017EGA4	9152017EGA4	feces metagenome	1861841	9152017EGA4	PRJNA548356
SAMN12025414	9152017EGA5	9152017EGA5	feces metagenome	1861841	9152017EGA5	PRJNA548356
SAMN12025415	9152017EGA6	9152017EGA6	feces metagenome	1861841	9152017EGA6	PRJNA548356
SAMN12025416	9152017EGA7	9152017EGA7	feces metagenome	1861841	9152017EGA7	PRJNA548356
SAMN12025417	9152017EGB10	9152017EGB10	feces metagenome	1861841	9152017EGB10	PRJNA548356
SAMN12025418	9152017EGB5	9152017EGB5	feces metagenome	1861841	9152017EGB5	PRJNA548356
SAMN12025419	9152017EGB6	9152017EGB6	feces metagenome	1861841	9152017EGB6	PRJNA548356
SAMN12025420	9152017EGB7	9152017EGB7	feces metagenome	1861841	9152017EGB7	PRJNA548356
SAMN12025421	9152017EGB8	9152017EGB8	feces metagenome	1861841	9152017EGB8	PRJNA548356
SAMN12025422	9152017EGB9	9152017EGB9	feces metagenome	1861841	9152017EGB9	PRJNA548356
SAMN12025423	9152017EgnerB1	9152017EgnerB1	feces metagenome	1861841	9152017EgnerB1	PRJNA548356
SAMN12025424	9152017EgnerB2	9152017EgnerB2	feces metagenome	1861841	9152017EgnerB2	PRJNA548356
SAMN12025425	9152017EgnerB3	9152017EgnerB3	feces metagenome	1861841	9152017EgnerB3	PRJNA548356
SAMN12025426	9152017EgnerB4	9152017EgnerB4	feces metagenome	1861841	9152017EgnerB4	PRJNA548356
SAMN12025427	9152017EgnerPoolB1	9152017EgnerPoolB1	feces metagenome	1861841	9152017EgnerPoolB1	PRJNA548356
SAMN12025428	9152017EgnerPoolB2	9152017EgnerPoolB2	feces metagenome	1861841	9152017EgnerPoolB2	PRJNA548356
SAMN12025429	9152017EgnerPoolB3	9152017EgnerPoolB3	feces metagenome	1861841	9152017EgnerPoolB3	PRJNA548356
SAMN12025430	9152017EgnerPoolB4	9152017EgnerPoolB4	feces metagenome	1861841	9152017EgnerPoolB4	PRJNA548356
SAMN12025431	9152017EGC1	9152017EGC1	feces metagenome	1861841	9152017EGC1	PRJNA548356
SAMN12025432	9152017EGC10	9152017EGC10	feces metagenome	1861841	9152017EGC10	PRJNA548356
SAMN12025433	9152017EGC2	9152017EGC2	feces metagenome	1861841	9152017EGC2	PRJNA548356
SAMN12025434	9152017EGC3	9152017EGC3	feces metagenome	1861841	9152017EGC3	PRJNA548356
SAMN12025435	9152017EGC4	9152017EGC4	feces metagenome	1861841	9152017EGC4	PRJNA548356
SAMN12025436	9152017EGC5	9152017EGC5	feces metagenome	1861841	9152017EGC5	PRJNA548356
SAMN12025437	9152017EGC6	9152017EGC6	feces metagenome	1861841	9152017EGC6	PRJNA548356
SAMN12025438	9152017EGC7	9152017EGC7	feces metagenome	1861841	9152017EGC7	PRJNA548356
SAMN12025439	9152017EGC8	9152017EGC8	feces metagenome	1861841	9152017EGC8	PRJNA548356
SAMN12025440	9152017EGC9	9152017EGC9	feces metagenome	1861841	9152017EGC9	PRJNA548356
SAMN12025441	9152017EgnerPoolC1	9152017EgnerPoolC1	feces metagenome	1861841	9152017EgnerPoolC1	PRJNA548356
SAMN12025442	9152017EgnerPoolC2	9152017EgnerPoolC2	feces metagenome	1861841	9152017EgnerPoolC2	PRJNA548356
SAMN12025443	9152017EgnerPoolC3	9152017EgnerPoolC3	feces metagenome	1861841	9152017EgnerPoolC3	PRJNA548356
SAMN12025444	9152017EgnerPoolC4	9152017EgnerPoolC4	feces metagenome	1861841	9152017EgnerPoolC4	PRJNA548356
SAMN12025445	9152017EGD10	9152017EGD10	feces metagenome	1861841	9152017EGD10	PRJNA548356
SAMN12025446	9152017EGD5	9152017EGD5	feces metagenome	1861841	9152017EGD5	PRJNA548356
SAMN12025447	9152017EGD6	9152017EGD6	feces metagenome	1861841	9152017EGD6	PRJNA548356
SAMN12025448	9152017EGD7	9152017EGD7	feces metagenome	1861841	9152017EGD7	PRJNA548356
SAMN12025449	9152017EGD9	9152017EGD9	feces metagenome	1861841	9152017EGD9	PRJNA548356
SAMN12025450	9152017EgnerD1	9152017EgnerD1	feces metagenome	1861841	9152017EgnerD1	PRJNA548356
SAMN12025451	9152017EgnerD2	9152017EgnerD2	feces metagenome	1861841	9152017EgnerD2	PRJNA548356
SAMN12025452	9152017EgnerD3	9152017EgnerD3	feces metagenome	1861841	9152017EgnerD3	PRJNA548356
SAMN12025453	9152017EgnerD4	9152017EgnerD4	feces metagenome	1861841	9152017EgnerD4	PRJNA548356
SAMN12025454	9152017EgnerPoolD1	9152017EgnerPoolD1	feces metagenome	1861841	9152017EgnerPoolD1	PRJNA548356
SAMN12025455	9152017EgnerPoolD2	9152017EgnerPoolD2	feces metagenome	1861841	9152017EgnerPoolD2	PRJNA548356
SAMN12025456	9152017EgnerPoolD3	9152017EgnerPoolD3	feces metagenome	1861841	9152017EgnerPoolD3	PRJNA548356
SAMN12025457	9152017EgnerPoolD4	9152017EgnerPoolD4	feces metagenome	1861841	9152017EgnerPoolD4	PRJNA548356
SAMN12025458	9152017HBA1	9152017HBA1	feces metagenome	1861841	9152017HBA1	PRJNA548356
SAMN12025459	9152017HBA10	9152017HBA10	feces metagenome	1861841	9152017HBA10	PRJNA548356
SAMN12025460	9152017HBA2	9152017HBA2	feces metagenome	1861841	9152017HBA2	PRJNA548356
SAMN12025461	9152017HBA3	9152017HBA3	feces metagenome	1861841	9152017HBA3	PRJNA548356
SAMN12025462	9152017HBA4	9152017HBA4	feces metagenome	1861841	9152017HBA4	PRJNA548356
SAMN12025463	9152017HBA5	9152017HBA5	feces metagenome	1861841	9152017HBA5	PRJNA548356
SAMN12025464	9152017HBA6	9152017HBA6	feces metagenome	1861841	9152017HBA6	PRJNA548356
SAMN12025465	9152017HBA7	9152017HBA7	feces metagenome	1861841	9152017HBA7	PRJNA548356
SAMN12025466	9152017HBA8	9152017HBA8	feces metagenome	1861841	9152017HBA8	PRJNA548356
SAMN12025467	9152017HBA9	9152017HBA9	feces metagenome	1861841	9152017HBA9	PRJNA548356
