FeatureID,Class,Order,Family,Genus,Species,Classifier
fd180df900c9fdf41e672b513d8ce712,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,NA,sklearn
5ce4477682f8a40ae23ba7b4bfbe94af,Arachnida,Trombidiformes,Erythraeidae,NA,NA,sklearn
3b2ca17e86305e328c6afb46ad935893,Arachnida,Trombidiformes,Hydryphantidae,Parathyas,NA,sklearn
b5b234b2dee866913a8f2aaebd48b8f6,Arachnida,Trombidiformes,Pionidae,NA,NA,sklearn
95a211c426396a8f8ed7cdd16399ca47,Arachnida,Trombidiformes,Pionidae,NA,NA,sklearn
d4d84ea87207f9dba68c3cfd4908c9cc,Arachnida,Trombidiformes,Pionidae,NA,NA,sklearn
2f9db995aea89265a51ea2cc57bec573,Arachnida,Trombidiformes,Pionidae,NA,NA,sklearn
7a869878aaeeb405da66084b43d7010c,Arachnida,Trombidiformes,Pionidae,NA,NA,sklearn
d78cd4e8c7b02853eedbf01a03de341c,Arachnida,Trombidiformes,Scutacaridae,NA,NA,sklearn
9b64bb56d58cffd446b9f6c83b38253d,Arachnida,Trombidiformes,Scutacaridae,NA,NA,sklearn
6242eb8de29cd67e85b9ba6775932686,Arachnida,Trombidiformes,Scutacaridae,NA,NA,sklearn
acbd0b2463dfe6bcabde2ecaed3cf88a,Arachnida,Trombidiformes,Scutacaridae,NA,NA,sklearn
55cdd113bb851d7b25584601ecfc9be8,Arachnida,Trombidiformes,Scutacaridae,NA,NA,sklearn
dc3ce7e1698921109df520541fa4329e,Arachnida,Trombidiformes,Scutacaridae,NA,NA,sklearn
e89f5c1061aaef0ba75b4ff5530dc8d7,Arachnida,Trombidiformes,Scutacaridae,NA,NA,sklearn
b36c90d5207f7e0e6060fac698427a59,Arachnida,Trombidiformes,Scutacaridae,NA,NA,sklearn
15d645134fe4403f6f88c9626532af11,Arachnida,Trombidiformes,Tarsonemidae,NA,NA,sklearn
60975293ae359508513ee68f334d5952,Arachnida,Trombidiformes,Tarsonemidae,NA,NA,sklearn
b0df50ef4b036785005fc6d9cc0683c0,Arachnida,Trombidiformes,Tydeidae,NA,NA,sklearn
89c752d14816ea76e779edefcaa806a1,Arachnida,Trombidiformes,Tydeidae,NA,NA,sklearn
df2645da8765119b36411bbc26348dbe,Arachnida,Trombidiformes,Tydeidae,NA,NA,sklearn
9fb6b8cb5b5879a595bcc51ebb5e5e4b,Arachnida,Trombidiformes,Unionicolidae,Unionicola,NA,sklearn
1ab9fb772473b05d34f040bb0a77662c,Arachnida,Trombidiformes,Unionicolidae,Unionicola,NA,sklearn
a998a7c1f8aec3c51217018101cc81c4,Arachnida,Trombidiformes,Unionicolidae,Unionicola,NA,sklearn
be78c95e26bf5dd413f831c1c5a83638,Arachnida,Trombidiformes,Unionicolidae,Unionicola,NA,sklearn
d9da58cab1a0991ed8c2d0707b51d60d,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,Entomobrya clitellaria,sklearn
653477d7389dc9901740e39d0196ce84,Collembola,Entomobryomorpha,Isotomidae,NA,NA,sklearn
05e6d2ccffeea50a66377dacaa4aacf9,Collembola,Entomobryomorpha,Tomoceridae,NA,NA,VSEARCH
a2d6e33aeadbde7f614bf5aa66cbc29c,Collembola,Poduromorpha,Hypogastruridae,NA,NA,sklearn
0561efa3caaab8fb780871d2f9e15a54,Collembola,Poduromorpha,Hypogastruridae,NA,NA,VSEARCH
e583e79aa08b36fa5958042781ac1700,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta lata,sklearn
8aa00cff837702faff3bc02d1e54d041,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta lata,sklearn
49e003537cd7572d27c41406b1ea91e4,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta lata,sklearn
324e9c54a78d7d72fcaf137160927342,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta pennsylvanica,sklearn
31e90575c8edb1aae64abe89c6690da9,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta uhleriana,VSEARCH
011c16c53d616379f02a5acf9a891755,Insecta,Blattodea,Ectobiidae,Parcoblatta,NA,sklearn
dccff049322064b01fbf56b38938a924,Insecta,Blattodea,Ectobiidae,Parcoblatta,NA,sklearn
ef69d934ca793e185457fcd2c05d7fc9,Insecta,Blattodea,Ectobiidae,Parcoblatta,NA,sklearn
e5a328c275b5ffafd2da91027e635957,Insecta,Blattodea,Rhinotermitidae,Reticulitermes,Reticulitermes flavipes,VSEARCH
c4fbc9bf144f09f68207296b02225936,Insecta,Coleoptera,Aderidae,NA,NA,sklearn
b0d4ad2f22ee5f63977e6e59981ca151,Insecta,Coleoptera,Aderidae,NA,NA,VSEARCH
36e0ac3f9241724fb8cc20ab66b35666,Insecta,Coleoptera,Bostrichidae,Xylobiops,Xylobiops basilaris,VSEARCH
fec295f0ef64b33e49e7024eae3c4586,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha imbecillis,VSEARCH
388928d55df3875791209bec8efd13fc,Insecta,Coleoptera,Carabidae,Amphasia,Amphasia sericea,VSEARCH
82824baabadf6c94d826870b131ac0c6,Insecta,Coleoptera,Carabidae,Anisodactylus,Anisodactylus caenus,VSEARCH
b8b0d61f4aac01701774bf8af06aceb8,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion affine,sklearn
9d0fbb8cfc04d772de6751b9860f5cee,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion affine,VSEARCH
fdd9aa32da45c7b3a4022898cf6fe853,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion impotens,sklearn
0245a65fd2413cba4f5ad3000d74d6af,Insecta,Coleoptera,Carabidae,Notiobia,Notiobia terminata,VSEARCH
a1c0d92515d65e7681a1540913463719,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus ochropezus,sklearn
b5b4a32b3b90146cbf3e63607578fec3,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus ochropezus,sklearn
c419aa148d21da6d8f79c64db4e2bd93,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus ochropezus,sklearn
6fafadf92fa881dc14814b5c4582dd4d,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus ochropezus,VSEARCH
aff315f4958575e8f5575c48d28b5cd5,Insecta,Coleoptera,Carabidae,NA,NA,sklearn
dc15e36fd3060fb977a986d682fed4e6,Insecta,Coleoptera,Carabidae,NA,NA,VSEARCH
6684e8f1d23df13b668f2fcaebecd8f5,Insecta,Coleoptera,Cerambycidae,Lepturges,Lepturges confluens,VSEARCH
f666d1b64bbd68ed1ccd4906473feb74,Insecta,Coleoptera,Cerambycidae,Obrium,Obrium rufulum,sklearn
67bacd845341789c4ee6699bddcff43b,Insecta,Coleoptera,Cerambycidae,Obrium,Obrium rufulum,VSEARCH
403b3be77820a0d706503d8cc7fbcf17,Insecta,Coleoptera,Cerambycidae,Sternidius,Sternidius alpha,sklearn
1131923498dbcdcb88dfb07b9c1ea5b0,Insecta,Coleoptera,Cerambycidae,Sternidius,Sternidius alpha,VSEARCH
9fe1973960a35ab3db87012d672c9fcf,Insecta,Coleoptera,Chrysomelidae,Cerotoma,Cerotoma trifurcata,VSEARCH
398b599073af2ea4822837a46703d01a,Insecta,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica undecimpunctata,VSEARCH
40ebc325109b83d8c760f8ecbbdd27df,Insecta,Coleoptera,Chrysomelidae,Paria,Paria fragariae,VSEARCH
95c1e52c591372701739df90cde27234,Insecta,Coleoptera,Chrysomelidae,Systena,Systena marginalis,sklearn
e2d4661a6dec18dd192ee04759aff9c3,Insecta,Coleoptera,Chrysomelidae,Systena,Systena marginalis,sklearn
5e039b20c75d98db99d79175fbfd8d57,Insecta,Coleoptera,Chrysomelidae,Systena,Systena marginalis,sklearn
1ecaa2ae860aa20bb07524a78c2c7710,Insecta,Coleoptera,Chrysomelidae,Systena,Systena marginalis,sklearn
9037b725a8bfbbbdf53a7fb831c20deb,Insecta,Coleoptera,Chrysomelidae,Systena,Systena marginalis,sklearn
a95a73c02728b02f8fbe3c9bec7e13ff,Insecta,Coleoptera,Cleridae,Cymatodera,Cymatodera inornata,sklearn
21f8d81b56c2219a75fbe0e53d045eac,Insecta,Coleoptera,Cleridae,Cymatodera,Cymatodera inornata,sklearn
86107d14eea7082ec18ae0bca4677247,Insecta,Coleoptera,Cleridae,Cymatodera,Cymatodera inornata,sklearn
aaa3e1f8642364d32cb5f09184ff35c4,Insecta,Coleoptera,Cleridae,Neorthopleura,NA,sklearn
fe97cf979b10951ec434b42f6b3d68eb,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,VSEARCH
5af4825b815ba94e667851ce5501c01b,Insecta,Coleoptera,Curculionidae,Conotrachelus,NA,sklearn
0179a2fce040d03e6173233d820ecfbf,Insecta,Coleoptera,Curculionidae,Corthylus,Corthylus columbianus,VSEARCH
71d04c80595237ee5a46d61ac705b8cd,Insecta,Coleoptera,Dytiscidae,Coptotomus,NA,VSEARCH
6f1ff9a2ada075bbc45db7f728544eeb,Insecta,Coleoptera,Elateridae,Athous,Athous brightwelli,sklearn
3b5413ff663c1e81491a21eb8a8b592b,Insecta,Coleoptera,Elateridae,Glyphonyx,Glyphonyx teapensis,sklearn
6b3951ad791813874c46939bf35a0c3c,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn
8244b17047db429fde17ba8b37b4d5d6,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn
322bd50d5151c00064d6eeb474f9c9b9,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn
ebfd465aca9a4c7731be4854f2cd380a,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn
7f68e63ea351b3570d29abc39d232104,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn
925a978846eec57d281b5059b95f7079,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn
a33bfa7d4a47b84de76360144f315cc9,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn
41bcadf6f35957ef31eac55e3009e8f8,Insecta,Coleoptera,Elateridae,Melanotus,Melanotus miscellus,VSEARCH
1ea1f9f65bca83cedf1720aa3d724d7c,Insecta,Coleoptera,Heteroceridae,Tropicus,Tropicus pusillus,VSEARCH
3f0198df0793200a934676fafd0b253b,Insecta,Coleoptera,Hydrophilidae,Enochrus,Enochrus ochraceus,VSEARCH
497eda0dd46062905f3bf6bde94eee02,Insecta,Coleoptera,Hydrophilidae,Helocombus,Helocombus bifidus,sklearn
451fbb02ef32060272577cabe65295b3,Insecta,Coleoptera,Hydrophilidae,Helocombus,Helocombus bifidus,sklearn
719780ee22fe90d554a3d30fe68e1a6a,Insecta,Coleoptera,Hydrophilidae,NA,NA,sklearn
cf1539c564aff65ee070dfeea97bb36b,Insecta,Coleoptera,Hydrophilidae,NA,NA,sklearn
86d51779d2086ca35a3ca088c2ceff85,Insecta,Coleoptera,Hydrophilidae,NA,NA,VSEARCH
3fe711038e7a713e9b39ce3627ea92c5,Insecta,Coleoptera,Lycidae,Plateros,Plateros volatus,sklearn
59d545a2702be7583cbb8de21c0f99dc,Insecta,Coleoptera,Melandryidae,Orchesia,Orchesia cultriformis,sklearn
a411dc55c231fc0bea10a253c3f05a46,Insecta,Coleoptera,Melandryidae,Phloiotrya,Phloiotrya fusca,sklearn
820f577448f46de02e35e7e109380e31,Insecta,Coleoptera,Melandryidae,Symphora,Symphora rugosa,sklearn
a394ea874a6b3d7791665ded95f7d4f8,Insecta,Coleoptera,Mordellidae,Pseudotolida,NA,VSEARCH
90d0c146f64f7bf58bc8f68dbcd2146d,Insecta,Coleoptera,Mordellidae,NA,NA,sklearn
5730e424bf236b89da2f47d3b8a74b2d,Insecta,Coleoptera,Mycetophagidae,Typhaea,NA,VSEARCH
b8f3d7f9a82a11dabc45f64674b10a98,Insecta,Coleoptera,Nitidulidae,Cryptarcha,Cryptarcha ampla,VSEARCH
ea3c5cd0545bdd846224a3db0edbe693,Insecta,Coleoptera,Phalacridae,Acylomus,NA,sklearn
a63e16d5653424102b9a5a77b5b18551,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,Ptilodactyla carinata,sklearn
f5bb9eb4107ebf5ac9f7c18398485e9b,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,NA,VSEARCH
4362cf9e9e21ad688139b0dcee2766f4,Insecta,Coleoptera,Ptinidae,Petalium,Petalium incisum,VSEARCH
a55e547b63fffaaab366888d2b1ea8cc,Insecta,Coleoptera,Ptinidae,Tricorynus,NA,VSEARCH
36693e3c3415e19b0b06da5dca2a08b0,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn
b743b817f03e5816f9cace856543704f,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn
7701a77ea68485979823cb7eca83fc0f,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn
52c7e3fe8fc3bdf868d13afff967e41c,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn
2906388fe2eef137678b7d04eb1a7a24,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn
8b587028df66f32d521dcc4f963f6b17,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn
0bd782893d0110b6b1ef138f698ae8e9,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn
50956b465bf89c1bc53754b2a564ac21,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn
3166e5463f687b567f643168cb45380f,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn
92e807f319442dd87ddae1a3f7725e65,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,VSEARCH
7c4047bf6a2a7e159e7cb68c5307471f,Insecta,Coleoptera,Pyrochroidae,Dendroides,NA,sklearn
c4afba60302c265bd32b9ef5846b7377,Insecta,Coleoptera,Scarabaeidae,Labarrus,Labarrus cincticulus,sklearn
3d9c6f47cfa39e7012b95db93d4dd2ea,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga hirticula,sklearn
29d8106a35d6dbda9d9a46833d73497a,Insecta,Coleoptera,Scirtidae,Contacyphon,Contacyphon variabilis,VSEARCH
8c64ab1a90837ca345c8a91f65c59888,Insecta,Coleoptera,Scirtidae,Contacyphon,NA,VSEARCH
a37ab388097defb37465d33237c4e019,Insecta,Coleoptera,Scirtidae,Sacodes,Sacodes thoracica,VSEARCH
f47fbcfd8ce24ad7c6fb6a8df61dd45d,Insecta,Coleoptera,Sphindidae,Sphindus,NA,sklearn
fad499604d4c921205434d990b67ad42,Insecta,Coleoptera,Staphylinidae,Philonthus,NA,VSEARCH
4d2c0b23abf654679d9fd390ca83990c,Insecta,Coleoptera,Staphylinidae,NA,NA,VSEARCH
45daeaea5791c12079173212797f4d47,Insecta,Coleoptera,Zopheridae,Zopherus,Zopherus sp. TX12_18.01,VSEARCH
e39de179041fc5c3d5aa19bda77346f0,Insecta,Diptera,Anisopodidae,Mycetobia,NA,VSEARCH
3b250bbdd6d39e137708e7c076d9b918,Insecta,Diptera,Anthomyiidae,Emmesomyia,NA,sklearn
d5614f7a87c58013b5b47c844b94f444,Insecta,Diptera,Anthomyiidae,Eustalomyia,NA,VSEARCH
92b09815880e3038cbc00afb1987d5a3,Insecta,Diptera,Asilidae,Cerotainia,Cerotainia macrocera,VSEARCH
a7cdc3a06ab4f7411faaf67cbffe338b,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
66d858c905e317633122b07ec950d7e8,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
6e08d35016d2d25d9ce7954a79fcc20d,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
437dcbce182008fb42cc9471bf41bb8e,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
9ac8969696c241935b09cbcf4f2ef5a7,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
49b3b30223d98d265633ff883031e0ce,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
93362c15cc8d2500cb01ab8f8405793a,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
d0025f73a745954ddcf12d9e9ac09ff3,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
