Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence,Classifier,Consensus
af4d2344acc81bb9286746b20b3f3304,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,0.975196393106143,sklearn,NA
81f5f4fd7bdc7394ed897a202ca27cef,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,0.706132950816893,sklearn,NA
322bd50d5151c00064d6eeb474f9c9b9,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus,0.991312693028207,sklearn,NA
746812800d597c9204ea246fbbd701d3,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,NA,NA,0.993767761571133,sklearn,NA
c377e3819be592b568fa242d64651ea5,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,NA,0.997650482146634,sklearn,NA
5de3561d0678cab60254faabd6523a83,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila,0.999841630671923,sklearn,NA
707a0acd301f65f34121536c3bc6453a,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,NA,0.999912719068231,sklearn,NA
3075d08238dfb2044329d01621418775,Animalia,Arthropoda,Arachnida,Araneae,Uloboridae,Hyptiotes,Hyptiotes,0.997395660191582,sklearn,NA
ebfd465aca9a4c7731be4854f2cd380a,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus,0.858278807952754,sklearn,NA
4777b5d503196755ea21cbff0b415f71,Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Chaetochlorops,Chaetochlorops,0.986591785136281,sklearn,NA
65fa6d7e1ef017df8db7cfd342f9395e,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,NA,NA,0.979850256531901,sklearn,NA
38033cd154e9e4d8182538620a876590,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Wulfila,NA,0.998565090047386,sklearn,NA
57495f6b5ee0af5b96a2985b762c7018,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula,0.900264495933466,sklearn,NA
5d0f4b408c4e5344fe001c6c08b7aec4,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,NA,0.865520862815623,sklearn,NA
47a78cfe583feb992673d42749f78215,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Nemapogon,Nemapogon,0.72263468244615,sklearn,NA
dcdf3c266112b0137ebecedba4b056fb,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula,0.84645522414993,sklearn,NA
c9d11e5907e767786bbd3485c626e736,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Anaxipha,NA,0.861393088514609,sklearn,NA
36693e3c3415e19b0b06da5dca2a08b0,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides,0.80218390078659,sklearn,NA
66d858c905e317633122b07ec950d7e8,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,0.760823724541097,sklearn,NA
10ef9d6f3d73e7e11a6fbb98590e203d,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Anaxipha,NA,0.752113326041854,sklearn,NA
15079cdeaafdbf7cf646b2d0830afaac,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera,0.999622467950557,sklearn,NA
b743b817f03e5816f9cace856543704f,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides,0.962262441195244,sklearn,NA
0b1fdd1e5d421172579de3a11301e0b0,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,0.981426961290567,sklearn,NA
afb9261a397d3803ededbc877409f804,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma,0.748525729224127,sklearn,NA
ea3c5cd0545bdd846224a3db0edbe693,Animalia,Arthropoda,Insecta,Coleoptera,Phalacridae,Acylomus,NA,0.846982412123814,sklearn,NA
95c1e52c591372701739df90cde27234,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Systena,Systena,0.99998635976984,sklearn,NA
c419aa148d21da6d8f79c64db4e2bd93,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus,0.98571964636993,sklearn,NA
d4d08df82546fda53244fbb2ae81ea7d,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,NA,0.984795980717391,sklearn,NA
2a6710decabdcd918474630496107bc2,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,NA,0.998774957109193,sklearn,NA
1bebd26bce5017ca5066651585e2157e,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Oxycera,Oxycera,0.997906756278524,sklearn,NA
6616c9dcf5db365341eb3654100d1ff2,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,NA,NA,0.740567378924917,sklearn,NA
348160f34df202c12615a5ef3aca299d,Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycomya,Mycomya,0.995522117057822,sklearn,NA
4be79c66b171ff17ce724bb0bfb9d846,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,0.998408600522407,sklearn,NA
cfa3bcd864c43b6d19225dfcfabd528a,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,NA,NA,0.976640082747869,sklearn,NA
88250f183ef344c96ece4beb69f82d31,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala,0.995237958108981,sklearn,NA
dc2ca875369f67460e5881217e43d32d,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,NA,NA,0.739994412781559,sklearn,NA
a1d1357a0c3639b99e41a67851a44f0d,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,NA,0.763240451348982,sklearn,NA
d570d7b1e5a1760aaa6a63bce3588e71,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Cerastipsocus,NA,0.999997603400446,sklearn,NA
81cb170aad8bc26d76097494f731af11,Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycomya,Mycomya,0.999460101280343,sklearn,NA
7701a77ea68485979823cb7eca83fc0f,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides,0.99788484637163,sklearn,NA
40fc9e35a3c8204153974617e692a770,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,0.978510884269974,sklearn,NA
090ef9787fee7f6374a035775d1c5ac8,Animalia,Arthropoda,Insecta,Hymenoptera,Perilampidae,Perilampus,Perilampus,0.82616585869794,sklearn,NA
e5e569dbc2c9b488f21acec8a0733fbc,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,NA,NA,0.900930524649573,sklearn,NA
6b5697590b0a94d9d5a2f860b80994fb,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,NA,NA,0.809487808282,sklearn,NA
33d26b3da645085d58bdd3b7c24ee68d,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,NA,NA,0.73013075205798,sklearn,NA
c3dd5fbba20692a91177a75c80242a5f,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Scudderia,Scudderia,0.997134204235317,sklearn,NA
90544265d69d79181f72c7b2529de412,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus,0.999996811022069,sklearn,NA
9b0f6241be2cfcedcd35fc5c1d38ca08,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,NA,NA,0.999966499864615,sklearn,NA
d3e176822a1786f03d917d5da3662004,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,0.859519546924402,sklearn,NA
dcbee9f01a25b62f5a3b6cf9e040980f,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus,0.99986413734155,sklearn,NA
c225c34f0c5b7eb6d368d3020080a5db,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Iridopsis,Iridopsis,0.966010434968227,sklearn,NA
babe4032baf5cdbd2667b116d73cef02,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex,0.909265335501564,sklearn,NA
6e08d35016d2d25d9ce7954a79fcc20d,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,0.973381323349563,sklearn,NA
5b63139383a9ec398bfa2c719e23963a,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex,0.993337898626025,sklearn,NA
0b68effdefbe38c321f55afda44c23ed,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Anaxipha,NA,0.931920594101812,sklearn,NA
ec302cf1d37458d517013720fc93f32e,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma,0.87553518808461,sklearn,NA
4072b7b92a0f9ef9a14db8347dbca4c9,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Trathala,NA,0.880361354447394,sklearn,NA
a71ec6214e202262c4c417b61c0c75a4,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus,0.999685332290789,sklearn,NA
174478f4bd768576a17c22bd75609720,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,NA,NA,0.98223542465845,sklearn,NA
e5a1d030d30efce0a679d63b0f693ebc,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,0.99860750568985,sklearn,NA
719780ee22fe90d554a3d30fe68e1a6a,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,NA,NA,0.862970895103263,sklearn,NA
23524d391fb4b37461c8451d5595911b,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles,0.991182454560742,sklearn,NA
78ba5c40f37b4064dd4dab2977f6a471,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Ceraeochrysa,Ceraeochrysa,0.983357531914734,sklearn,NA
8143fa1e9d1b65f431a1acbe2d3d6e79,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lespesia,NA,0.814804993176274,sklearn,NA
27796fb6d0f162d48096cf8f9f39e14f,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,0.998697694845673,sklearn,NA
ec9f778e07d02dc320e539cbb9c5fd53,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera,0.999854307062126,sklearn,NA
15a041e2e862cf549daffdc0832c6319,Animalia,Arthropoda,Insecta,Diptera,Clusiidae,Sobarocephala,Sobarocephala,0.99932691132951,sklearn,NA
39ac9ff798ac138cc9caea144a06e8bd,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex,0.830235897736688,sklearn,NA
cf1ee4a2a4f35508084eaa2a2b93cbe6,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus,0.974737789474554,sklearn,NA
768e298ad5aa250fed190739828f525a,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Meteorus,NA,0.990824645398089,sklearn,NA
