FeatureID,Class,Order,Family,Genus,Species,Classifier,nDetections,nReads,pDetections,pReads
cf92faaa9dd6ac238287bfbf2f2d1315,Arachnida,Araneae,Araneidae,Larinioides,Larinioides cornutus,VSEARCH,6,926,0.031746031746031744,1.6504003022763404e-4
fee085f4d7b4f31f5f35e4fc11726f16,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona obesa,VSEARCH,6,237,0.031746031746031744,4.2240266915711954e-5
1146ff1c2c575257ae2af1fe5d7e1d27,Arachnida,Araneae,Anyphaenidae,Anyphaena,NA,VSEARCH,5,240,0.026455026455026454,4.277495383869565e-5
6a056b42d75944093cfaf1904222e0a5,Arachnida,Araneae,Thomisidae,Tmarus,Tmarus angulatus,VSEARCH,5,1266,0.026455026455026454,2.2563788149911954e-4
77aa41a5acc09fc2b2cb782634de2ddc,Arachnida,Araneae,Araneidae,Araneus,Araneus marmoreus,VSEARCH,5,330,0.026455026455026454,5.881556152820652e-5
0ba6bd638e8ca55689dbf03f655e2c35,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha guatemalensis,VSEARCH,4,44,0.021164021164021163,7.842074870427536e-6
3a1348a8cb180bf7e9dbf3049c1571c1,Arachnida,Araneae,Araneidae,Araneus,Araneus pegnia,sklearn,4,1160,0.021164021164021163,2.067456102203623e-4
6f5ea8646f2a998837a4f4d09d8849f9,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus keyserlingi,VSEARCH,4,245,0.021164021164021163,4.3666098710335145e-5
9d5bb8ca8a9ba45d849ecf900b6716d2,Arachnida,Araneae,Araneidae,Mangora,Mangora maculata,VSEARCH,4,2700,0.021164021164021163,4.8121823068532604e-4
cfe6cda97b772272c8601e86e083478c,Arachnida,Araneae,Araneidae,Mecynogea,Mecynogea lemniscata,VSEARCH,4,106,0.021164021164021163,1.8892271278757245e-5
0e4d88b9e819fabe1d7cb2d1bd224d1b,Arachnida,Araneae,Araneidae,Verrucosa,Verrucosa arenata,VSEARCH,3,15,0.015873015873015872,2.673434614918478e-6
2ae25d61d9ae54ed5798719061ee09c3,Arachnida,Araneae,Theridiidae,Wamba,Wamba crispulus,VSEARCH,3,494,0.015873015873015872,8.804511331798187e-5
311310d115cf86c27b5b7ca711998715,Arachnida,Araneae,Araneidae,Mangora,Mangora placida,sklearn,3,512,0.015873015873015872,9.125323485588405e-5
38033cd154e9e4d8182538620a876590,Arachnida,Araneae,Anyphaenidae,Wulfila,NA,sklearn,3,369,0.015873015873015872,6.576649152699456e-5
aa23c415d8bf2b4fc9d649599a2d91ba,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus rufus,VSEARCH,3,289,0.015873015873015872,5.150817358076268e-5
bce1abc12736cc1b2b810549791267c8,Arachnida,Araneae,Araneidae,NA,NA,sklearn,3,59,0.015873015873015872,1.0515509485346014e-5
df49f349aac347c42c8f6e2fb3185b90,Arachnida,Araneae,Araneidae,Mangora,Mangora placida,sklearn,3,3778,0.015873015873015872,6.733490650108006e-4
0e8a2841677f7cf3b03b7893396caecd,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha shoshone,VSEARCH,2,20,0.010582010582010581,3.5645794865579707e-6
2e379260d094e02449063e6461bef9ef,Arachnida,Araneae,Araneidae,Eustala,Eustala cepina,VSEARCH,2,53,0.010582010582010581,9.446135639378622e-6
3075d08238dfb2044329d01621418775,Arachnida,Araneae,Uloboridae,Hyptiotes,Hyptiotes cavatus,sklearn,2,491,0.010582010582010581,8.751042639499819e-5
52badf40e8888534dca3a0db83bb63d7,Arachnida,Araneae,Araneidae,Araneus,Araneus guttulatus,sklearn,2,157,0.010582010582010581,2.798194896948007e-5
5fbef9f10927a535045c00b048c4f111,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha viridis,sklearn,2,136,0.010582010582010581,2.42391405085942e-5
60a31f108b63f180b31fddf6e87b9ede,Arachnida,Araneae,Theridiidae,Anelosimus,Anelosimus studiosus,sklearn,2,1498,0.010582010582010581,2.66987003543192e-4
88250f183ef344c96ece4beb69f82d31,Arachnida,Araneae,Araneidae,Eustala,Eustala emertoni,sklearn,2,298,0.010582010582010581,5.3112234349713764e-5
8e7fcf2a47690eb41974b667f784f38f,Arachnida,Araneae,Salticidae,Eris,Eris militaris,VSEARCH,2,19,0.010582010582010581,3.3863505122300723e-6
90009a61dd0a43ab88e7add03d8464db,Arachnida,Araneae,Theridiidae,Theridion,Theridion murarium,VSEARCH,2,58,0.010582010582010581,1.0337280511018115e-5
b204c29663c2f65148b84cffe5356345,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus vulgaris,sklearn,2,53,0.010582010582010581,9.446135639378622e-6
bedf203cb90ba9e4c579a00660300d19,Arachnida,Araneae,Trachelidae,Trachelas,Trachelas similis,VSEARCH,2,13,0.010582010582010581,2.316976666262681e-6
d00be96603af70a767911af8833ba693,Arachnida,Araneae,Araneidae,Araneus,Araneus guttulatus,sklearn,2,1651,0.010582010582010581,2.942560366153605e-4
e33dd78f03c7f65175cffaf26e204672,Arachnida,Araneae,Araneidae,Araneus,Araneus guttulatus,sklearn,2,9,0.010582010582010581,1.604060768951087e-6
0235bad502b6b2499724d44a83852f18,Arachnida,Araneae,Salticidae,Hentzia,NA,sklearn,1,8,0.005291005291005291,1.4258317946231883e-6
078fec1da0d3379e4fa898eb6692905a,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona abboti,VSEARCH,1,19,0.005291005291005291,3.3863505122300723e-6
0e1528da18c7b52dcdd44ace8deb441d,Arachnida,Araneae,Araneidae,Mastophora,Mastophora phrynosoma,sklearn,1,35,0.005291005291005291,6.238014101476449e-6
159da121d36f604b2635c3d97c64e5c7,Arachnida,Araneae,Anyphaenidae,Wulfila,NA,sklearn,1,65,0.005291005291005291,1.1584883331313405e-5
1690a1444a8479fa62b5d2ceaa8f0b17,Arachnida,Araneae,Theridiidae,Thymoites,Thymoites unimaculatus,sklearn,1,17,0.005291005291005291,3.029892563574275e-6
2e988283ad7725d048dcb03ddaced024,Arachnida,Araneae,Theridiidae,Parasteatoda,Parasteatoda tepidariorum,sklearn,1,5,0.005291005291005291,8.911448716394927e-7
338223da3abd493d250b363d8dd833f2,Arachnida,Araneae,Theridiidae,Neospintharus,Neospintharus trigonum,VSEARCH,1,15,0.005291005291005291,2.673434614918478e-6
3a3de173c78ce02115dd24a20916715e,Arachnida,Araneae,Araneidae,Micrathena,NA,sklearn,1,42,0.005291005291005291,7.485616921771738e-6
3befeec458c75a1dae69424576464a07,Arachnida,Araneae,Araneidae,Araneus,Araneus guttulatus,sklearn,1,12,0.005291005291005291,2.1387476919347824e-6
3c12767fa831a44337e2f9e4b9bf3bc2,Arachnida,Araneae,Araneidae,NA,NA,sklearn,1,45,0.005291005291005291,8.020303844755435e-6
3f51496909f3ca38c07fbb2a39615e8e,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona pygmaea,VSEARCH,1,64,0.005291005291005291,1.1406654356985506e-5
44283295767fe130a965ca4d14968777,Arachnida,Araneae,Salticidae,Paraphidippus,Paraphidippus aurantius,sklearn,1,16,0.005291005291005291,2.8516635892463766e-6
466c3499623d8afb49560f7b43f316b2,Arachnida,Araneae,Araneidae,Larinioides,Larinioides cornutus,VSEARCH,1,97,0.005291005291005291,1.728821050980616e-5
551aec15db14ba8e6d9a927b43ea105a,Arachnida,Araneae,Theridiidae,Theridion,Theridion glaucescens,sklearn,1,99,0.005291005291005291,1.7644668458461956e-5
6acf174b9dce7a33ca0ce54ad00d5c6b,Arachnida,Araneae,Pisauridae,Dolomedes,Dolomedes striatus,VSEARCH,1,7,0.005291005291005291,1.2476028202952899e-6
6eb89f267830d1aa9c24ae073ded6d14,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,VSEARCH,1,62,0.005291005291005291,1.1050196408329709e-5
746812800d597c9204ea246fbbd701d3,Arachnida,Araneae,Araneidae,NA,NA,sklearn,1,493,0.005291005291005291,8.786688434365397e-5
79314d1061e44920e5d4920f3c6bff66,Arachnida,Araneae,Theridiidae,Thymoites,Thymoites unimaculatus,sklearn,1,25,0.005291005291005291,4.455724358197464e-6
795720180b35fc2fb85956435ea06508,Arachnida,Araneae,Agelenidae,Agelenopsis,NA,VSEARCH,1,53,0.005291005291005291,9.446135639378622e-6
7e77fcb9f7d4f893a006f6fd468c83c9,Arachnida,Araneae,Araneidae,Eustala,Eustala rosae,VSEARCH,1,284,0.005291005291005291,5.0617028709123186e-5
84246a3daac330cbab0972baa5fc7def,Arachnida,Araneae,Lycosidae,Pirata,Pirata sedentarius,VSEARCH,1,20,0.005291005291005291,3.5645794865579707e-6
866056b57346423e590374324000881c,Arachnida,Araneae,Linyphiidae,Mermessus,Mermessus tridentatus,sklearn,1,21,0.005291005291005291,3.742808460885869e-6
86d26dd555f1bbdcd7afd06fa6b40960,Arachnida,Araneae,Theridiidae,Platnickina,Platnickina alabamensis,VSEARCH,1,4060,0.005291005291005291,7.23609635771268e-4
8e428d5e85250f1aca5b7ed92744ef9e,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus minutus,VSEARCH,1,10,0.005291005291005291,1.7822897432789854e-6
90544265d69d79181f72c7b2529de412,Arachnida,Araneae,Araneidae,Araneus,Araneus thaddeus,sklearn,1,234,0.005291005291005291,4.170557999272826e-5
93ecfa119b879a067c141f672b93db5a,Arachnida,Araneae,Mimetidae,Mimetus,Mimetus puritanus,sklearn,1,10,0.005291005291005291,1.7822897432789854e-6
97d753c564edc0e4ddfe4245f52e9c51,Arachnida,Araneae,Dictynidae,Emblyna,Emblyna sublata,VSEARCH,1,28,0.005291005291005291,4.9904112811811594e-6
98d7d5c64d4e004fa54148a377701f69,Arachnida,Araneae,Salticidae,Hentzia,NA,sklearn,1,545,0.005291005291005291,9.71347910087047e-5
98feddacdff4b94c82e2a50cb2e0b2d5,Arachnida,Araneae,Theridiidae,Dipoena,Dipoena nigra,VSEARCH,1,13,0.005291005291005291,2.316976666262681e-6
a2c79adaa724ea096b1eb36f81396f32,Arachnida,Araneae,Tetragnathidae,Tetragnatha,NA,sklearn,1,13,0.005291005291005291,2.316976666262681e-6
ace4179b3889d821ef7a22a99fbe7e10,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha guatemalensis,VSEARCH,1,7,0.005291005291005291,1.2476028202952899e-6
ad177e11a96f70f5e353545b29160322,Arachnida,Araneae,Thomisidae,Tmarus,Tmarus angulatus,VSEARCH,1,16,0.005291005291005291,2.8516635892463766e-6
bb2adb53e0484881bcdd71cda3ad6299,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus rufus,VSEARCH,1,32,0.005291005291005291,5.703327178492753e-6
c5b91c134e87ff90544b26a90b30194d,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,sklearn,1,115,0.005291005291005291,2.049633204770833e-5
d2241a0d3823dabb6c6980707dcfeb19,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus fraternus,VSEARCH,1,15,0.005291005291005291,2.673434614918478e-6
d235ebcfef5205da78f294a6a6b4a49d,Arachnida,Araneae,Araneidae,Araneus,Araneus pegnia,sklearn,1,19,0.005291005291005291,3.3863505122300723e-6
e208b316f6615f8756244b151d382732,Arachnida,Araneae,Dictynidae,Emblyna,Emblyna sublata,sklearn,1,17,0.005291005291005291,3.029892563574275e-6
f07a9c441ebd2dcb920a157a490e922f,Arachnida,Araneae,Pisauridae,Pisaurina,Pisaurina mira,VSEARCH,1,20,0.005291005291005291,3.5645794865579707e-6
fcbcf9e2c39bc12565ddd2fc1b8f100a,Arachnida,Araneae,Thomisidae,Tmarus,Tmarus angulatus,sklearn,1,92,0.005291005291005291,1.6397065638166664e-5
fea662aede126bbddf2a654b9fddaa42,Arachnida,Araneae,Lycosidae,Pirata,Pirata alachuus,VSEARCH,1,162,0.005291005291005291,2.8873093841119564e-5
31e90575c8edb1aae64abe89c6690da9,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta uhleriana,VSEARCH,7,1850,0.037037037037037035,3.297236025066123e-4
e583e79aa08b36fa5958042781ac1700,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta lata,sklearn,3,75,0.015873015873015872,1.336717307459239e-5
324e9c54a78d7d72fcaf137160927342,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta pennsylvanica,sklearn,2,140,0.010582010582010581,2.4952056405905796e-5
011c16c53d616379f02a5acf9a891755,Insecta,Blattodea,Ectobiidae,Parcoblatta,NA,sklearn,1,70,0.005291005291005291,1.2476028202952898e-5
49e003537cd7572d27c41406b1ea91e4,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta lata,sklearn,1,7,0.005291005291005291,1.2476028202952899e-6
8aa00cff837702faff3bc02d1e54d041,Insecta,Blattodea,Ectobiidae,Parcoblatta,Parcoblatta lata,sklearn,1,43,0.005291005291005291,7.663845896099637e-6
dccff049322064b01fbf56b38938a924,Insecta,Blattodea,Ectobiidae,Parcoblatta,NA,sklearn,1,21,0.005291005291005291,3.742808460885869e-6
e5a328c275b5ffafd2da91027e635957,Insecta,Blattodea,Rhinotermitidae,Reticulitermes,Reticulitermes flavipes,VSEARCH,1,307,0.005291005291005291,5.471629511866485e-5
ef69d934ca793e185457fcd2c05d7fc9,Insecta,Blattodea,Ectobiidae,Parcoblatta,NA,sklearn,1,9,0.005291005291005291,1.604060768951087e-6
f5bb9eb4107ebf5ac9f7c18398485e9b,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,NA,VSEARCH,35,23405,0.18518518518518517,0.004171449144144465
92e807f319442dd87ddae1a3f7725e65,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,VSEARCH,10,12802,0.05291005291005291,0.002281687329345757
3f0198df0793200a934676fafd0b253b,Insecta,Coleoptera,Hydrophilidae,Enochrus,Enochrus ochraceus,VSEARCH,8,487,0.042328042328042326,8.679751049768659e-5
398b599073af2ea4822837a46703d01a,Insecta,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica undecimpunctata,VSEARCH,6,459,0.031746031746031744,8.180709921650542e-5
7701a77ea68485979823cb7eca83fc0f,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn,6,469,0.031746031746031744,8.358938895978441e-5
9d0fbb8cfc04d772de6751b9860f5cee,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion affine,VSEARCH,6,484,0.031746031746031744,8.62628235747029e-5
95c1e52c591372701739df90cde27234,Insecta,Coleoptera,Chrysomelidae,Systena,Systena marginalis,sklearn,5,342,0.026455026455026454,6.09543092201413e-5
c4afba60302c265bd32b9ef5846b7377,Insecta,Coleoptera,Scarabaeidae,Labarrus,Labarrus cincticulus,sklearn,5,1777,0.026455026455026454,3.167128873806757e-4
36e0ac3f9241724fb8cc20ab66b35666,Insecta,Coleoptera,Bostrichidae,Xylobiops,Xylobiops basilaris,VSEARCH,4,4200,0.021164021164021163,7.485616921771739e-4
41bcadf6f35957ef31eac55e3009e8f8,Insecta,Coleoptera,Elateridae,Melanotus,Melanotus miscellus,VSEARCH,4,15402,0.021164021164021163,0.0027450826625982933
8c64ab1a90837ca345c8a91f65c59888,Insecta,Coleoptera,Scirtidae,Contacyphon,NA,VSEARCH,4,145,0.021164021164021163,2.5843201277545286e-5
b0d4ad2f22ee5f63977e6e59981ca151,Insecta,Coleoptera,Aderidae,NA,NA,VSEARCH,4,99,0.021164021164021163,1.7644668458461956e-5
b743b817f03e5816f9cace856543704f,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn,4,360,0.021164021164021163,6.416243075804348e-5
dc15e36fd3060fb977a986d682fed4e6,Insecta,Coleoptera,Carabidae,NA,NA,VSEARCH,4,791,0.021164021164021163,1.4097911869336775e-4
ea3c5cd0545bdd846224a3db0edbe693,Insecta,Coleoptera,Phalacridae,Acylomus,NA,sklearn,4,184,0.021164021164021163,3.279413127633333e-5
67bacd845341789c4ee6699bddcff43b,Insecta,Coleoptera,Cerambycidae,Obrium,Obrium rufulum,VSEARCH,3,618,0.015873015873015872,1.101455061346413e-4
0179a2fce040d03e6173233d820ecfbf,Insecta,Coleoptera,Curculionidae,Corthylus,Corthylus columbianus,VSEARCH,2,61,0.010582010582010581,1.0871967434001811e-5
1ea1f9f65bca83cedf1720aa3d724d7c,Insecta,Coleoptera,Heteroceridae,Tropicus,Tropicus pusillus,VSEARCH,2,183,0.010582010582010581,3.261590230200543e-5
322bd50d5151c00064d6eeb474f9c9b9,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn,2,493,0.010582010582010581,8.786688434365397e-5
36693e3c3415e19b0b06da5dca2a08b0,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn,2,374,0.010582010582010581,6.665763639863405e-5
3d9c6f47cfa39e7012b95db93d4dd2ea,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga hirticula,sklearn,2,49298,0.010582010582010581,0.008786331976416742
3fe711038e7a713e9b39ce3627ea92c5,Insecta,Coleoptera,Lycidae,Plateros,Plateros volatus,sklearn,2,26,0.010582010582010581,4.633953332525362e-6
40ebc325109b83d8c760f8ecbbdd27df,Insecta,Coleoptera,Chrysomelidae,Paria,Paria fragariae,VSEARCH,2,247,0.010582010582010581,4.4022556658990936e-5
497eda0dd46062905f3bf6bde94eee02,Insecta,Coleoptera,Hydrophilidae,Helocombus,Helocombus bifidus,sklearn,2,63,0.010582010582010581,1.1228425382657607e-5
4d2c0b23abf654679d9fd390ca83990c,Insecta,Coleoptera,Staphylinidae,NA,NA,VSEARCH,2,25,0.010582010582010581,4.455724358197464e-6
52c7e3fe8fc3bdf868d13afff967e41c,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn,2,214,0.010582010582010581,3.814100050617029e-5
5af4825b815ba94e667851ce5501c01b,Insecta,Coleoptera,Curculionidae,Conotrachelus,NA,sklearn,2,1256,0.010582010582010581,2.2385559175584055e-4
7f68e63ea351b3570d29abc39d232104,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn,2,107,0.010582010582010581,1.9070500253085143e-5
90d0c146f64f7bf58bc8f68dbcd2146d,Insecta,Coleoptera,Mordellidae,NA,NA,sklearn,2,109,0.010582010582010581,1.942695820174094e-5
aff315f4958575e8f5575c48d28b5cd5,Insecta,Coleoptera,Carabidae,NA,NA,sklearn,2,147,0.010582010582010581,2.6199659226201084e-5
c419aa148d21da6d8f79c64db4e2bd93,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus ochropezus,sklearn,2,733,0.010582010582010581,1.3064183818234962e-4
ebfd465aca9a4c7731be4854f2cd380a,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn,2,47,0.010582010582010581,8.376761793411231e-6
0245a65fd2413cba4f5ad3000d74d6af,Insecta,Coleoptera,Carabidae,Notiobia,Notiobia terminata,VSEARCH,1,52,0.005291005291005291,9.267906665050723e-6
0bd782893d0110b6b1ef138f698ae8e9,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn,1,54,0.005291005291005291,9.624364613706521e-6
1131923498dbcdcb88dfb07b9c1ea5b0,Insecta,Coleoptera,Cerambycidae,Sternidius,Sternidius alpha,VSEARCH,1,37,0.005291005291005291,6.594472050132246e-6
1ecaa2ae860aa20bb07524a78c2c7710,Insecta,Coleoptera,Chrysomelidae,Systena,Systena marginalis,sklearn,1,20,0.005291005291005291,3.5645794865579707e-6
21f8d81b56c2219a75fbe0e53d045eac,Insecta,Coleoptera,Cleridae,Cymatodera,Cymatodera inornata,sklearn,1,60,0.005291005291005291,1.0693738459673913e-5
2906388fe2eef137678b7d04eb1a7a24,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn,1,116,0.005291005291005291,2.067456102203623e-5
29d8106a35d6dbda9d9a46833d73497a,Insecta,Coleoptera,Scirtidae,Contacyphon,Contacyphon variabilis,VSEARCH,1,22,0.005291005291005291,3.921037435213768e-6
3166e5463f687b567f643168cb45380f,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn,1,4,0.005291005291005291,7.129158973115941e-7
388928d55df3875791209bec8efd13fc,Insecta,Coleoptera,Carabidae,Amphasia,Amphasia sericea,VSEARCH,1,1283,0.005291005291005291,2.2866777406269382e-4
3b5413ff663c1e81491a21eb8a8b592b,Insecta,Coleoptera,Elateridae,Glyphonyx,Glyphonyx teapensis,sklearn,1,21,0.005291005291005291,3.742808460885869e-6
403b3be77820a0d706503d8cc7fbcf17,Insecta,Coleoptera,Cerambycidae,Sternidius,Sternidius alpha,sklearn,1,94,0.005291005291005291,1.6753523586822462e-5
4362cf9e9e21ad688139b0dcee2766f4,Insecta,Coleoptera,Ptinidae,Petalium,Petalium incisum,VSEARCH,1,63,0.005291005291005291,1.1228425382657607e-5
451fbb02ef32060272577cabe65295b3,Insecta,Coleoptera,Hydrophilidae,Helocombus,Helocombus bifidus,sklearn,1,17,0.005291005291005291,3.029892563574275e-6
45daeaea5791c12079173212797f4d47,Insecta,Coleoptera,Zopheridae,Zopherus,Zopherus sp. TX12_18.01,VSEARCH,1,112,0.005291005291005291,1.9961645124724638e-5
50956b465bf89c1bc53754b2a564ac21,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn,1,23,0.005291005291005291,4.099266409541666e-6
5730e424bf236b89da2f47d3b8a74b2d,Insecta,Coleoptera,Mycetophagidae,Typhaea,NA,VSEARCH,1,26,0.005291005291005291,4.633953332525362e-6
59d545a2702be7583cbb8de21c0f99dc,Insecta,Coleoptera,Melandryidae,Orchesia,Orchesia cultriformis,sklearn,1,8,0.005291005291005291,1.4258317946231883e-6
5e039b20c75d98db99d79175fbfd8d57,Insecta,Coleoptera,Chrysomelidae,Systena,Systena marginalis,sklearn,1,21,0.005291005291005291,3.742808460885869e-6
6684e8f1d23df13b668f2fcaebecd8f5,Insecta,Coleoptera,Cerambycidae,Lepturges,Lepturges confluens,VSEARCH,1,94,0.005291005291005291,1.6753523586822462e-5
6b3951ad791813874c46939bf35a0c3c,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn,1,1939,0.005291005291005291,3.4558598122179525e-4
6f1ff9a2ada075bbc45db7f728544eeb,Insecta,Coleoptera,Elateridae,Athous,Athous brightwelli,sklearn,1,35,0.005291005291005291,6.238014101476449e-6
6fafadf92fa881dc14814b5c4582dd4d,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus ochropezus,VSEARCH,1,4040,0.005291005291005291,7.200450562847101e-4
719780ee22fe90d554a3d30fe68e1a6a,Insecta,Coleoptera,Hydrophilidae,NA,NA,sklearn,1,195,0.005291005291005291,3.4754649993940216e-5
71d04c80595237ee5a46d61ac705b8cd,Insecta,Coleoptera,Dytiscidae,Coptotomus,NA,VSEARCH,1,244,0.005291005291005291,4.3487869736007246e-5
7c4047bf6a2a7e159e7cb68c5307471f,Insecta,Coleoptera,Pyrochroidae,Dendroides,NA,sklearn,1,615,0.005291005291005291,1.096108192116576e-4
820f577448f46de02e35e7e109380e31,Insecta,Coleoptera,Melandryidae,Symphora,Symphora rugosa,sklearn,1,88,0.005291005291005291,1.5684149740855072e-5
8244b17047db429fde17ba8b37b4d5d6,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn,1,523,0.005291005291005291,9.321375357349094e-5
82824baabadf6c94d826870b131ac0c6,Insecta,Coleoptera,Carabidae,Anisodactylus,Anisodactylus caenus,VSEARCH,1,428,0.005291005291005291,7.628200101234057e-5
86107d14eea7082ec18ae0bca4677247,Insecta,Coleoptera,Cleridae,Cymatodera,Cymatodera inornata,sklearn,1,40,0.005291005291005291,7.1291589731159415e-6
86d51779d2086ca35a3ca088c2ceff85,Insecta,Coleoptera,Hydrophilidae,NA,NA,VSEARCH,1,146,0.005291005291005291,2.6021430251873185e-5
8b587028df66f32d521dcc4f963f6b17,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn,1,82,0.005291005291005291,1.461477589488768e-5
9037b725a8bfbbbdf53a7fb831c20deb,Insecta,Coleoptera,Chrysomelidae,Systena,Systena marginalis,sklearn,1,19,0.005291005291005291,3.3863505122300723e-6
